job_id,job_title,required_skills,years_experience,salary_usd
AI02676,Machine Learning Researcher,"tableau, tensorflow, java, hadoop, scala",0,80483
AI02677,Head of AI,"python, tensorflow, deep learning",13,170832
AI02678,AI Architect,"pytorch, scala, aws, docker",12,195760
AI02679,Autonomous Systems Engineer,"deep learning, statistics, kubernetes",2,83546
AI02680,AI Architect,"hadoop, mlops, sql, statistics",11,164896
AI02681,Data Analyst,"hadoop, sql, aws",3,139073
AI02682,Deep Learning Engineer,"sql, tensorflow, tableau, computer vision",7,178443
AI02683,Research Scientist,"tableau, linux, mathematics",0,46312
AI02684,Machine Learning Engineer,"git, linux, hadoop, statistics, sql",2,123199
AI02685,NLP Engineer,"kubernetes, pytorch, git, gcp, sql",9,96315
AI02686,AI Software Engineer,"pytorch, linux, java",10,161108
AI02687,Head of AI,"aws, git, tableau, deep learning",6,93333
AI02688,AI Research Scientist,"tableau, hadoop, pytorch",3,67383
AI02689,AI Architect,"python, mathematics, spark, data visualization, gcp",3,85176
AI02690,NLP Engineer,"aws, linux, azure, mathematics, statistics",0,91896
AI02691,Deep Learning Engineer,"r, nlp, git",10,205885
AI02692,AI Architect,"azure, scala, nlp, spark, gcp",3,73048
AI02693,Principal Data Scientist,"sql, pytorch, scala, tensorflow, r",0,69482
AI02694,Machine Learning Researcher,"mlops, r, data visualization",3,128780
AI02695,AI Architect,"sql, hadoop, kubernetes, data visualization, nlp",5,69709
AI02696,Research Scientist,"scala, mathematics, tableau",2,69082
AI02697,Robotics Engineer,"pytorch, sql, nlp, azure, java",4,110493
AI02698,Computer Vision Engineer,"gcp, git, r, kubernetes, data visualization",0,39953
AI02699,Autonomous Systems Engineer,"spark, kubernetes, statistics",3,123333
AI02700,Principal Data Scientist,"java, statistics, kubernetes, sql, linux",1,79376
AI02701,Machine Learning Researcher,"tableau, scala, tensorflow, deep learning, aws",3,63449
AI02702,Principal Data Scientist,"python, linux, data visualization",1,48423
AI02703,Data Scientist,"git, sql, nlp",4,157604
AI02704,Computer Vision Engineer,"pytorch, deep learning, mlops, aws",9,76197
AI02705,AI Research Scientist,"r, computer vision, tableau, git",18,205987
AI02706,Head of AI,"pytorch, gcp, spark, sql",16,119553
AI02707,AI Product Manager,"python, scala, nlp, deep learning",16,179284
AI02708,Principal Data Scientist,"pytorch, spark, kubernetes, sql",0,84523
AI02709,Robotics Engineer,"kubernetes, computer vision, java",3,63105
AI02710,NLP Engineer,"tensorflow, mlops, python",6,94324
AI02711,Deep Learning Engineer,"scala, aws, python",19,183725
AI02712,Robotics Engineer,"sql, pytorch, aws, deep learning",2,113521
AI02713,Data Engineer,"nlp, sql, mathematics, git, spark",2,75628
AI02714,NLP Engineer,"linux, r, pytorch, scala, hadoop",19,138149
AI02715,Computer Vision Engineer,"kubernetes, tableau, tensorflow",15,328212
AI02716,AI Architect,"aws, tableau, python, computer vision",7,95754
AI02717,Machine Learning Researcher,"git, linux, tableau, statistics, azure",18,108325
AI02718,AI Software Engineer,"aws, data visualization, mathematics, tensorflow, azure",1,40517
AI02719,Principal Data Scientist,"r, java, statistics, mlops, aws",3,101908
AI02720,Data Scientist,"python, git, mathematics",7,90154
AI02721,Data Analyst,"linux, hadoop, nlp, mathematics",4,49653
AI02722,AI Specialist,"r, java, python, data visualization, tensorflow",1,46978
AI02723,AI Specialist,"gcp, scala, spark",2,124817
AI02724,Head of AI,"kubernetes, linux, tableau, pytorch",9,72035
AI02725,Data Analyst,"tableau, r, statistics, python",12,130494
AI02726,Head of AI,"r, mlops, linux, hadoop, python",14,213440
AI02727,Research Scientist,"sql, deep learning, scala",13,202703
AI02728,AI Software Engineer,"java, scala, mathematics, python, sql",3,93658
AI02729,NLP Engineer,"hadoop, deep learning, tensorflow, statistics, python",11,253939
AI02730,Head of AI,"python, mlops, tensorflow",8,162538
AI02731,NLP Engineer,"aws, mathematics, nlp, mlops",3,46180
AI02732,AI Software Engineer,"tableau, deep learning, nlp, python",14,192286
AI02733,Data Scientist,"aws, hadoop, gcp, mathematics",10,156577
AI02734,Data Analyst,"python, tensorflow, data visualization",6,86797
AI02735,Deep Learning Engineer,"mlops, tableau, python",16,147766
AI02736,AI Specialist,"sql, spark, data visualization, python, docker",3,162991
AI02737,Deep Learning Engineer,"data visualization, mathematics, kubernetes, statistics, java",3,57748
AI02738,Machine Learning Engineer,"mathematics, python, mlops, scala",6,81013
AI02739,Computer Vision Engineer,"python, kubernetes, sql, deep learning",3,51985
AI02740,Research Scientist,"mathematics, java, deep learning, gcp",7,82088
AI02741,Research Scientist,"sql, kubernetes, tableau",13,198374
AI02742,Data Analyst,"r, statistics, tableau, mathematics",0,65032
AI02743,AI Architect,"python, kubernetes, nlp, computer vision",9,124536
AI02744,Deep Learning Engineer,"computer vision, deep learning, tensorflow",0,50842
AI02745,Machine Learning Engineer,"mlops, r, scala, azure",1,41702
AI02746,AI Research Scientist,"gcp, r, tableau, kubernetes",2,73771
AI02747,Machine Learning Engineer,"kubernetes, scala, linux, gcp",1,80627
AI02748,Head of AI,"gcp, hadoop, deep learning, statistics, mlops",9,105299
AI02749,Data Analyst,"computer vision, tensorflow, deep learning, azure",17,146510
AI02750,AI Architect,"sql, python, hadoop, linux, java",12,171771
AI02751,AI Research Scientist,"pytorch, mlops, sql",0,37896
AI02752,Machine Learning Engineer,"python, pytorch, mlops, hadoop",13,183861
AI02753,Data Analyst,"deep learning, computer vision, python, sql, data visualization",4,77209
AI02754,Data Engineer,"pytorch, gcp, docker, data visualization",18,215030
AI02755,Data Engineer,"mlops, git, r, sql",11,211143
AI02756,ML Ops Engineer,"pytorch, scala, kubernetes",3,87208
AI02757,Computer Vision Engineer,"python, tableau, spark",1,67736
AI02758,Robotics Engineer,"hadoop, statistics, r, mathematics, git",1,38918
AI02759,Computer Vision Engineer,"mlops, java, sql",10,125074
AI02760,AI Specialist,"sql, data visualization, pytorch",2,53223
AI02761,Machine Learning Engineer,"tableau, deep learning, python, data visualization",16,135549
AI02762,Data Scientist,"sql, r, statistics, tableau",5,130712
AI02763,Machine Learning Researcher,"statistics, sql, pytorch",15,264338
AI02764,ML Ops Engineer,"gcp, statistics, pytorch",8,136499
AI02765,ML Ops Engineer,"azure, python, sql",0,48262
AI02766,NLP Engineer,"r, sql, aws, java",8,97292
AI02767,Research Scientist,"python, gcp, tensorflow, kubernetes, hadoop",9,201277
AI02768,AI Specialist,"deep learning, python, tensorflow",2,90241
AI02769,Deep Learning Engineer,"java, r, statistics, sql",0,112872
AI02770,AI Consultant,"java, deep learning, mlops",5,158684
AI02771,Machine Learning Researcher,"sql, r, computer vision, spark, deep learning",15,146413
AI02772,Computer Vision Engineer,"java, python, mlops",0,47231
AI02773,AI Consultant,"spark, nlp, mlops",3,82298
AI02774,AI Consultant,"sql, pytorch, data visualization, gcp",14,120554
AI02775,AI Software Engineer,"sql, pytorch, tensorflow",5,189625
AI02776,AI Architect,"linux, scala, hadoop",4,112977
AI02777,Research Scientist,"java, scala, azure, mathematics, aws",2,89274
AI02778,Autonomous Systems Engineer,"java, python, statistics, kubernetes, scala",7,138192
AI02779,Data Scientist,"scala, spark, java, gcp, python",4,84085
AI02780,AI Software Engineer,"kubernetes, statistics, mlops, linux, docker",14,173111
AI02781,NLP Engineer,"python, mathematics, kubernetes",19,199628
AI02782,AI Software Engineer,"tensorflow, r, computer vision, docker, python",5,224047
AI02783,Autonomous Systems Engineer,"computer vision, tensorflow, mathematics, sql, deep learning",1,51501
AI02784,Autonomous Systems Engineer,"tableau, gcp, python",1,41386
AI02785,Data Engineer,"spark, tableau, python, tensorflow, computer vision",0,51753
AI02786,AI Product Manager,"git, tableau, python, pytorch",1,64611
AI02787,AI Software Engineer,"mathematics, hadoop, java, tensorflow, pytorch",5,211860
AI02788,Data Engineer,"tensorflow, python, spark",4,61495
AI02789,Data Scientist,"computer vision, python, linux, scala, mathematics",1,40620
AI02790,Data Engineer,"data visualization, aws, kubernetes, sql",4,65806
AI02791,Machine Learning Researcher,"pytorch, scala, kubernetes",6,117312
AI02792,Deep Learning Engineer,"sql, tensorflow, data visualization, docker, mathematics",1,39024
AI02793,Data Engineer,"sql, gcp, tableau",0,97541
AI02794,Head of AI,"spark, mathematics, mlops",0,56676
AI02795,Machine Learning Researcher,"mathematics, java, azure, statistics",1,45336
AI02796,Robotics Engineer,"hadoop, git, computer vision, mlops, tensorflow",5,146796
AI02797,AI Product Manager,"sql, pytorch, data visualization",4,112417
AI02798,AI Specialist,"python, scala, data visualization",4,89537
AI02799,AI Research Scientist,"tensorflow, sql, linux, scala",3,119701
AI02800,Data Engineer,"statistics, mlops, deep learning, mathematics, docker",0,66794
AI02801,Machine Learning Researcher,"linux, tensorflow, python",4,99839
AI02802,Machine Learning Engineer,"deep learning, python, java, data visualization",2,89606
AI02803,Data Analyst,"kubernetes, deep learning, mlops",0,109482
AI02804,Machine Learning Researcher,"git, spark, sql",9,185356
AI02805,AI Architect,"python, linux, deep learning",11,199546
AI02806,AI Software Engineer,"scala, java, hadoop",17,152574
AI02807,Data Analyst,"scala, docker, mlops, kubernetes, r",3,79997
AI02808,AI Research Scientist,"python, tableau, azure",0,95378
AI02809,AI Architect,"gcp, statistics, tensorflow, spark, pytorch",0,111649
AI02810,Machine Learning Engineer,"tensorflow, sql, tableau, java",4,117551
AI02811,AI Research Scientist,"docker, computer vision, data visualization",0,54712
AI02812,Head of AI,"sql, python, tensorflow",1,108886
AI02813,Head of AI,"python, r, java, git",4,107415
AI02814,Data Engineer,"data visualization, sql, statistics",17,175868
AI02815,Machine Learning Researcher,"linux, sql, nlp",4,59970
AI02816,Deep Learning Engineer,"java, pytorch, gcp",12,346449
AI02817,AI Software Engineer,"python, git, tensorflow",18,259158
AI02818,Machine Learning Engineer,"kubernetes, python, computer vision, tensorflow",1,51437
AI02819,AI Software Engineer,"nlp, scala, tensorflow, git",7,120951
AI02820,Deep Learning Engineer,"scala, python, deep learning",15,164484
AI02821,AI Research Scientist,"python, tensorflow, pytorch, linux, r",16,171351
AI02822,AI Software Engineer,"mathematics, scala, linux",4,68929
AI02823,AI Research Scientist,"aws, hadoop, data visualization, scala",2,100577
AI02824,Principal Data Scientist,"hadoop, git, tableau, statistics, azure",9,141018
AI02825,AI Product Manager,"sql, nlp, kubernetes",4,105703
AI02826,AI Software Engineer,"nlp, docker, data visualization, mlops",3,64770
AI02827,Head of AI,"pytorch, data visualization, linux, mlops, aws",16,136162
AI02828,Data Analyst,"python, computer vision, aws, scala",5,100772
AI02829,Data Analyst,"tableau, pytorch, nlp, mlops, spark",1,43907
AI02830,Research Scientist,"git, mathematics, sql, python, statistics",2,156540
AI02831,Data Scientist,"r, python, git",15,252948
AI02832,AI Product Manager,"gcp, spark, scala, tensorflow",9,93099
AI02833,AI Specialist,"docker, linux, mathematics, deep learning",3,84844
AI02834,Machine Learning Researcher,"azure, sql, pytorch",6,127521
AI02835,AI Research Scientist,"sql, kubernetes, scala",1,85075
AI02836,AI Software Engineer,"tensorflow, git, python",5,96236
AI02837,AI Research Scientist,"kubernetes, scala, mlops, tableau, nlp",3,79340
AI02838,AI Architect,"sql, aws, nlp, python, tensorflow",1,43447
AI02839,Machine Learning Engineer,"mlops, deep learning, java",1,74097
AI02840,Research Scientist,"hadoop, linux, data visualization",13,199525
AI02841,Machine Learning Researcher,"computer vision, scala, r, statistics",1,62481
AI02842,Deep Learning Engineer,"tableau, kubernetes, nlp",4,132848
AI02843,ML Ops Engineer,"computer vision, azure, nlp, sql, linux",18,266434
AI02844,AI Software Engineer,"computer vision, kubernetes, nlp",3,51000
AI02845,AI Specialist,"scala, hadoop, r",1,107517
AI02846,Head of AI,"hadoop, docker, kubernetes, computer vision, statistics",7,99868
AI02847,Deep Learning Engineer,"mlops, sql, python",9,76148
AI02848,AI Software Engineer,"pytorch, scala, nlp",13,233372
AI02849,Robotics Engineer,"java, aws, r",5,104787
AI02850,AI Research Scientist,"azure, kubernetes, computer vision",6,127437
AI02851,Robotics Engineer,"nlp, mlops, scala, gcp",5,168778
AI02852,AI Product Manager,"mlops, hadoop, tableau",5,89986
AI02853,Head of AI,"azure, scala, git, nlp",3,88934
AI02854,Research Scientist,"sql, gcp, pytorch, mathematics, tensorflow",1,55221
AI02855,Machine Learning Researcher,"statistics, scala, linux",12,205883
AI02856,AI Product Manager,"docker, gcp, git, aws, azure",2,78501
AI02857,AI Consultant,"spark, sql, nlp, r",4,85030
AI02858,Data Engineer,"git, sql, java, pytorch",8,90683
AI02859,Data Scientist,"aws, sql, linux",3,77185
AI02860,Data Analyst,"pytorch, azure, tensorflow, git",2,85957
AI02861,AI Software Engineer,"hadoop, tensorflow, r",0,49194
AI02862,AI Research Scientist,"python, aws, tableau, linux",3,79434
AI02863,Machine Learning Engineer,"aws, python, hadoop",8,77122
AI02864,NLP Engineer,"hadoop, aws, tensorflow, mlops, python",0,96624
AI02865,Robotics Engineer,"hadoop, pytorch, data visualization, deep learning",19,100709
AI02866,Data Engineer,"kubernetes, linux, python",7,110583
AI02867,AI Specialist,"git, hadoop, pytorch",9,79289
AI02868,Research Scientist,"statistics, linux, git",9,145548
AI02869,Principal Data Scientist,"deep learning, scala, r",11,221496
AI02870,Research Scientist,"spark, aws, python, tensorflow",7,86184
AI02871,Machine Learning Engineer,"java, spark, deep learning",1,69134
AI02872,Data Engineer,"tableau, scala, python",1,47563
AI02873,AI Research Scientist,"sql, python, azure, hadoop",3,100789
AI02874,AI Research Scientist,"nlp, linux, mlops, tableau",12,139307
AI02875,Machine Learning Researcher,"tensorflow, r, git, pytorch",0,50026
AI02876,Machine Learning Engineer,"scala, kubernetes, deep learning",14,216351
AI02877,Data Scientist,"hadoop, computer vision, data visualization, python, nlp",3,67874
AI02878,AI Consultant,"mathematics, pytorch, aws, r, spark",5,90301
AI02879,Data Engineer,"computer vision, git, linux",8,123578
AI02880,Autonomous Systems Engineer,"tableau, pytorch, sql, azure, aws",1,42927
AI02881,Research Scientist,"sql, tableau, tensorflow",4,121034
AI02882,Autonomous Systems Engineer,"scala, nlp, java",10,307134
AI02883,Principal Data Scientist,"linux, gcp, mathematics, git",0,76845
AI02884,Principal Data Scientist,"python, tensorflow, tableau, mlops, r",0,35842
AI02885,AI Architect,"scala, mathematics, deep learning, mlops, java",1,74974
AI02886,Computer Vision Engineer,"computer vision, mlops, aws, tableau, spark",3,69904
AI02887,AI Research Scientist,"pytorch, sql, gcp, linux",3,107718
AI02888,AI Software Engineer,"azure, linux, r, deep learning",7,112616
AI02889,Research Scientist,"deep learning, sql, computer vision, tensorflow, tableau",19,156508
AI02890,NLP Engineer,"kubernetes, data visualization, pytorch, spark, linux",6,145430
AI02891,Deep Learning Engineer,"java, scala, mathematics, kubernetes",0,43548
AI02892,AI Software Engineer,"aws, sql, data visualization, nlp",7,159683
AI02893,Data Scientist,"sql, tableau, kubernetes, python, data visualization",2,96054
AI02894,Data Scientist,"java, pytorch, linux, tensorflow",1,129525
AI02895,Computer Vision Engineer,"aws, sql, statistics",3,73902
AI02896,Data Scientist,"hadoop, python, tableau",10,207421
AI02897,Machine Learning Engineer,"spark, pytorch, sql",3,114923
AI02898,Data Scientist,"linux, docker, kubernetes, computer vision",18,276740
AI02899,Autonomous Systems Engineer,"deep learning, statistics, git, java",9,81108
AI02900,Principal Data Scientist,"sql, scala, tableau, docker",0,57791
AI02901,AI Consultant,"docker, mathematics, data visualization, mlops, git",2,127095
AI02902,AI Specialist,"linux, pytorch, mlops",6,95962
AI02903,AI Consultant,"deep learning, python, nlp, gcp, mlops",3,96466
AI02904,Computer Vision Engineer,"gcp, docker, kubernetes, mlops",8,128382
AI02905,Machine Learning Engineer,"hadoop, r, sql, data visualization",2,71309
AI02906,AI Software Engineer,"statistics, java, computer vision",1,66616
AI02907,AI Architect,"aws, azure, java",5,133924
AI02908,AI Research Scientist,"linux, tableau, mlops, data visualization",19,272545
AI02909,NLP Engineer,"python, scala, deep learning",15,278448
AI02910,Research Scientist,"gcp, linux, python, tensorflow",2,80075
AI02911,Autonomous Systems Engineer,"mathematics, sql, nlp, spark, python",1,61494
AI02912,Machine Learning Researcher,"r, tensorflow, tableau, spark, kubernetes",2,84355
AI02913,Deep Learning Engineer,"r, python, data visualization",8,70061
AI02914,AI Software Engineer,"scala, deep learning, kubernetes, python",8,110838
AI02915,Head of AI,"tensorflow, r, nlp, azure",15,102825
AI02916,Computer Vision Engineer,"statistics, git, scala, data visualization, spark",0,38468
AI02917,Autonomous Systems Engineer,"python, pytorch, sql",9,214153
AI02918,Machine Learning Engineer,"git, scala, tableau, hadoop, r",7,182354
AI02919,Data Analyst,"python, spark, deep learning, linux, tensorflow",4,85465
AI02920,Machine Learning Engineer,"mlops, docker, kubernetes",18,203914
AI02921,NLP Engineer,"python, linux, tensorflow, pytorch, deep learning",8,121360
AI02922,Autonomous Systems Engineer,"scala, git, mlops",1,75375
AI02923,AI Research Scientist,"linux, pytorch, computer vision, tensorflow, r",0,43159
AI02924,AI Architect,"java, r, sql, azure, pytorch",9,120290
AI02925,Machine Learning Engineer,"data visualization, gcp, pytorch, git",9,103713
AI02926,ML Ops Engineer,"sql, scala, git",4,130342
AI02927,AI Software Engineer,"sql, scala, git, aws, computer vision",4,71087
AI02928,AI Specialist,"azure, gcp, linux",3,109026
AI02929,AI Specialist,"java, tableau, sql, deep learning, mathematics",7,79723
AI02930,AI Architect,"tableau, sql, kubernetes, linux",8,119144
AI02931,Computer Vision Engineer,"java, r, docker, sql, gcp",4,76633
AI02932,NLP Engineer,"kubernetes, linux, data visualization, mlops",1,61907
AI02933,AI Architect,"tensorflow, git, mlops, data visualization, java",0,101287
AI02934,AI Software Engineer,"azure, pytorch, deep learning, kubernetes",1,93331
AI02935,Principal Data Scientist,"git, hadoop, sql, deep learning, azure",0,39700
AI02936,NLP Engineer,"python, mathematics, mlops, scala, aws",12,148137
AI02937,AI Architect,"hadoop, sql, tableau",3,77542
AI02938,AI Consultant,"kubernetes, gcp, computer vision, mathematics",2,79063
AI02939,Machine Learning Engineer,"hadoop, sql, mathematics",0,76789
AI02940,NLP Engineer,"azure, pytorch, tableau, spark, statistics",13,216633
AI02941,AI Architect,"sql, git, mlops, pytorch, python",5,90232
AI02942,NLP Engineer,"kubernetes, java, docker, aws",3,65223
AI02943,Research Scientist,"gcp, computer vision, mlops, python",11,170924
AI02944,ML Ops Engineer,"tableau, tensorflow, linux, nlp, java",15,103018
AI02945,AI Architect,"sql, kubernetes, java, r",3,62451
AI02946,NLP Engineer,"kubernetes, sql, tableau, statistics, pytorch",2,50574
AI02947,Data Analyst,"python, r, spark, scala, deep learning",7,150858
AI02948,AI Specialist,"scala, mlops, gcp, tensorflow, java",11,176227
AI02949,AI Architect,"python, computer vision, kubernetes",18,212033
AI02950,AI Research Scientist,"kubernetes, scala, linux, statistics, r",4,92951
AI02951,Robotics Engineer,"scala, spark, hadoop, python",0,89266
AI02952,ML Ops Engineer,"java, aws, git",14,320213
AI02953,Research Scientist,"azure, git, scala, r",8,111322
AI02954,Computer Vision Engineer,"scala, computer vision, nlp",3,115904
AI02955,Head of AI,"statistics, kubernetes, computer vision, aws",5,182135
AI02956,Deep Learning Engineer,"spark, kubernetes, sql, deep learning",14,175747
AI02957,AI Consultant,"linux, aws, azure",4,62629
AI02958,Autonomous Systems Engineer,"r, tensorflow, hadoop, aws, docker",3,47110
AI02959,Autonomous Systems Engineer,"gcp, python, tableau, tensorflow",5,104626
AI02960,Autonomous Systems Engineer,"tableau, computer vision, gcp",2,175899
AI02961,Machine Learning Engineer,"mlops, tensorflow, python, sql, aws",1,52452
AI02962,Data Analyst,"statistics, tensorflow, hadoop, gcp",5,126620
AI02963,ML Ops Engineer,"linux, hadoop, nlp, sql, data visualization",1,79571
AI02964,AI Research Scientist,"computer vision, deep learning, azure",15,145966
AI02965,Deep Learning Engineer,"python, docker, mlops, java, tensorflow",3,65110
AI02966,Data Engineer,"kubernetes, python, tableau, linux",3,59701
AI02967,Head of AI,"docker, computer vision, spark",4,78311
AI02968,Data Scientist,"tensorflow, deep learning, hadoop, azure, mlops",8,100824
AI02969,Machine Learning Researcher,"spark, scala, statistics, java, gcp",5,146798
AI02970,Autonomous Systems Engineer,"java, docker, gcp",12,224547
AI02971,Data Analyst,"nlp, azure, gcp",5,72958
AI02972,Machine Learning Researcher,"aws, java, git, tableau, r",6,128928
AI02973,AI Consultant,"git, azure, python, computer vision",8,119144
AI02974,AI Specialist,"aws, hadoop, tableau",14,198960
AI02975,ML Ops Engineer,"linux, tableau, python, tensorflow, docker",5,100761
AI02976,Head of AI,"azure, gcp, computer vision, data visualization",11,154069
AI02977,Data Analyst,"linux, docker, tensorflow, git",10,121287
AI02978,Computer Vision Engineer,"r, python, computer vision",1,35766
AI02979,Principal Data Scientist,"r, hadoop, deep learning, mathematics, sql",3,166614
AI02980,ML Ops Engineer,"data visualization, linux, python, hadoop",12,235830
AI02981,Machine Learning Researcher,"python, sql, kubernetes, r, tensorflow",5,73192
AI02982,Deep Learning Engineer,"aws, pytorch, statistics, nlp",1,75635
AI02983,Principal Data Scientist,"kubernetes, scala, r",3,123126
AI02984,AI Consultant,"scala, azure, java",2,61270
AI02985,NLP Engineer,"tableau, statistics, git, linux",1,80971
AI02986,Research Scientist,"sql, scala, mlops, python",15,232113
AI02987,AI Product Manager,"linux, gcp, tableau, computer vision",0,73889
AI02988,AI Research Scientist,"docker, spark, hadoop, mathematics",18,154321
AI02989,AI Architect,"python, gcp, tensorflow",1,61891
AI02990,Data Scientist,"hadoop, mlops, docker, data visualization",15,301956
AI02991,Computer Vision Engineer,"sql, mathematics, pytorch",15,130728
AI02992,Machine Learning Engineer,"spark, sql, deep learning, hadoop, data visualization",3,103139
AI02993,AI Specialist,"mathematics, pytorch, java, tensorflow, linux",2,109052
AI02994,Data Scientist,"linux, gcp, azure, scala, git",19,186821
AI02995,Machine Learning Engineer,"hadoop, mlops, python, tensorflow",9,113845
AI02996,AI Architect,"gcp, spark, data visualization, nlp",19,186227
AI02997,Computer Vision Engineer,"docker, kubernetes, aws",0,77736
AI02998,AI Product Manager,"java, tableau, r, python",3,53024
AI02999,Machine Learning Researcher,"statistics, computer vision, r",3,54628
AI03000,Data Analyst,"linux, r, tensorflow, nlp, statistics",3,75039
AI03001,AI Research Scientist,"python, hadoop, tableau, r",14,290656
AI03002,ML Ops Engineer,"tableau, python, java",1,65012
AI03003,Principal Data Scientist,"statistics, mlops, deep learning, tensorflow",1,43923
AI03004,AI Specialist,"sql, linux, kubernetes, python",2,84035
AI03005,Data Engineer,"python, scala, mathematics, r, java",3,177470
AI03006,Data Analyst,"r, data visualization, scala",6,97576
AI03007,Autonomous Systems Engineer,"kubernetes, scala, sql, pytorch, tensorflow",8,108820
AI03008,Research Scientist,"aws, spark, kubernetes, scala",9,186666
AI03009,Data Analyst,"git, pytorch, nlp, tableau, docker",16,262655
AI03010,Research Scientist,"tensorflow, docker, tableau",9,138168
AI03011,ML Ops Engineer,"azure, gcp, python, deep learning, linux",0,43907
AI03012,AI Consultant,"statistics, python, kubernetes, tableau, azure",3,99107
AI03013,Research Scientist,"pytorch, sql, kubernetes, mathematics, hadoop",19,120160
AI03014,Head of AI,"java, scala, aws, nlp",5,103670
AI03015,Data Scientist,"pytorch, tensorflow, gcp",3,101195
AI03016,Machine Learning Engineer,"r, git, nlp, gcp, docker",4,94696
AI03017,Research Scientist,"mlops, gcp, docker",2,84329
AI03018,AI Architect,"python, spark, mlops",1,84245
AI03019,Autonomous Systems Engineer,"pytorch, mlops, r",9,99625
AI03020,Head of AI,"spark, r, mlops, aws",2,145754
AI03021,Autonomous Systems Engineer,"pytorch, kubernetes, tensorflow, java",14,254813
AI03022,AI Software Engineer,"aws, git, python, spark, nlp",2,68445
AI03023,AI Specialist,"linux, azure, hadoop",9,140958
AI03024,Principal Data Scientist,"nlp, hadoop, statistics, linux",3,80728
AI03025,AI Architect,"mathematics, gcp, scala",14,192167
AI03026,Computer Vision Engineer,"java, tableau, sql",0,69497
AI03027,Data Analyst,"aws, gcp, sql, tensorflow, tableau",3,89648
AI03028,AI Consultant,"deep learning, hadoop, azure",1,43408
AI03029,AI Product Manager,"hadoop, linux, gcp, nlp",18,287053
AI03030,AI Research Scientist,"deep learning, python, tensorflow, mlops",3,95467
AI03031,Data Analyst,"gcp, scala, java",0,78623
AI03032,Machine Learning Researcher,"java, gcp, git, sql",0,84704
AI03033,Deep Learning Engineer,"python, spark, pytorch, linux, docker",1,40108
AI03034,Autonomous Systems Engineer,"git, gcp, hadoop, nlp",5,136804
AI03035,AI Software Engineer,"spark, python, sql",6,118324
AI03036,AI Product Manager,"aws, kubernetes, python, scala, mathematics",6,134228
AI03037,Robotics Engineer,"nlp, computer vision, mlops, azure",9,144719
AI03038,AI Product Manager,"pytorch, docker, computer vision, kubernetes",0,54123
AI03039,AI Product Manager,"hadoop, sql, computer vision",15,289824
AI03040,Computer Vision Engineer,"hadoop, kubernetes, python",9,140520
AI03041,Deep Learning Engineer,"azure, scala, nlp, tensorflow, pytorch",17,223093
AI03042,AI Architect,"docker, java, statistics, tensorflow, nlp",10,235813
AI03043,ML Ops Engineer,"java, azure, computer vision, mlops",2,89176
AI03044,Head of AI,"r, sql, aws",1,87703
AI03045,ML Ops Engineer,"git, python, mlops",1,39961
AI03046,ML Ops Engineer,"git, hadoop, python",11,111038
AI03047,AI Software Engineer,"spark, java, kubernetes, pytorch, hadoop",2,97599
AI03048,NLP Engineer,"git, linux, hadoop, gcp, mlops",2,59008
AI03049,Autonomous Systems Engineer,"kubernetes, scala, gcp, deep learning",0,38844
AI03050,AI Architect,"kubernetes, r, gcp, git, azure",2,78740
AI03051,Data Engineer,"sql, gcp, pytorch",0,81264
AI03052,NLP Engineer,"hadoop, gcp, sql, deep learning, git",2,51619
AI03053,AI Research Scientist,"r, sql, spark",3,70353
AI03054,ML Ops Engineer,"data visualization, statistics, aws, computer vision",2,61525
AI03055,AI Consultant,"tensorflow, linux, sql",8,88833
AI03056,Machine Learning Engineer,"hadoop, git, nlp, spark",0,54600
AI03057,AI Research Scientist,"data visualization, spark, deep learning",2,120656
AI03058,Computer Vision Engineer,"java, pytorch, aws, docker, r",17,143721
AI03059,NLP Engineer,"linux, mlops, sql",9,222933
AI03060,AI Software Engineer,"azure, python, mlops, statistics",19,185661
AI03061,AI Specialist,"azure, statistics, python, hadoop",8,190888
AI03062,Data Engineer,"r, hadoop, aws",18,158957
AI03063,Research Scientist,"docker, nlp, spark",0,71629
AI03064,Machine Learning Engineer,"nlp, linux, gcp, statistics",0,74492
AI03065,Robotics Engineer,"python, sql, mlops",9,145400
AI03066,AI Consultant,"spark, docker, java",1,58226
AI03067,Machine Learning Engineer,"mathematics, kubernetes, tableau",19,272964
AI03068,AI Software Engineer,"python, gcp, java, linux, spark",3,71943
AI03069,AI Specialist,"mlops, tensorflow, pytorch",3,137762
AI03070,Autonomous Systems Engineer,"sql, computer vision, python, spark",0,51200
AI03071,Data Engineer,"pytorch, scala, azure",8,129438
AI03072,Machine Learning Researcher,"mlops, r, docker",3,56597
AI03073,Autonomous Systems Engineer,"r, tensorflow, kubernetes",0,101432
AI03074,Autonomous Systems Engineer,"java, tableau, nlp, kubernetes, azure",4,83152
AI03075,AI Software Engineer,"git, kubernetes, linux, sql, gcp",19,111568
AI03076,Deep Learning Engineer,"gcp, mathematics, hadoop, docker, python",0,54798
AI03077,AI Software Engineer,"python, azure, deep learning, sql",14,141994
AI03078,ML Ops Engineer,"docker, kubernetes, statistics",11,149555
AI03079,AI Research Scientist,"python, tensorflow, gcp",0,49933
AI03080,AI Specialist,"python, data visualization, mlops, sql, mathematics",2,161396
AI03081,Computer Vision Engineer,"tensorflow, kubernetes, tableau, gcp, docker",2,70922
