job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,salary_local
AI04893,Data Analyst,107436,USD,MI,FL,United States,L,Japan,0,"Java, Kubernetes, Computer Vision, TensorFlow, MLOps",Bachelor,4,Transportation,2024-07-30,2024-09-24,858,8.5,Advanced Robotics,90086
AI04894,AI Product Manager,69546,USD,EN,PT,Singapore,M,Australia,50,"Kubernetes, NLP, PyTorch",PhD,0,Technology,2024-07-05,2024-08-08,2429,7.7,Algorithmic Solutions,69149
AI04895,Data Scientist,47211,USD,MI,CT,Finland,S,Finland,0,"Python, R, Java",Associate,4,Technology,2024-05-27,2024-06-29,518,9.6,Machine Intelligence Group,62098
AI04896,Robotics Engineer,80121,USD,MI,PT,Ireland,L,Austria,50,"GCP, R, Docker",Associate,3,Retail,2024-11-16,2024-12-03,1970,6.1,AI Innovations,49589
AI04897,NLP Engineer,100638,EUR,SE,CT,Netherlands,S,Austria,100,"Python, Data Visualization, SQL, Azure, Linux",Associate,7,Retail,2025-01-02,2025-01-31,585,6.5,Autonomous Tech,27753
AI04898,Deep Learning Engineer,45615,USD,EN,CT,China,S,Canada,100,"Hadoop, SQL, GCP, Statistics, Scala",Associate,1,Media,2024-01-21,2024-03-21,1025,7.9,Algorithmic Solutions,80102
AI04899,AI Research Scientist,90646,EUR,MI,FT,Germany,S,Germany,100,"Kubernetes, Python, Tableau, Scala, Statistics",Associate,2,Government,2024-07-03,2024-08-25,2059,5.1,Quantum Computing Inc,90515
AI04900,ML Ops Engineer,131024,USD,EX,CT,Japan,L,Ireland,0,"NLP, Java, Deep Learning, Linux",Bachelor,12,Consulting,2024-11-02,2024-12-15,1856,8.9,Cognitive Computing,252088
AI04901,Autonomous Systems Engineer,203404,USD,EX,CT,Finland,L,Finland,100,"Java, Python, Deep Learning, Scala",PhD,19,Consulting,2024-10-28,2024-12-19,2445,8.3,Smart Analytics,166722
AI04902,Data Engineer,126322,USD,EX,PT,Japan,S,United Kingdom,100,"NLP, Linux, R",Bachelor,16,Education,2024-07-15,2024-07-31,679,7.3,AI Innovations,73049
AI04903,ML Ops Engineer,118168,USD,MI,PT,Denmark,M,Denmark,50,"MLOps, Python, SQL, Java, Computer Vision",PhD,2,Government,2024-12-03,2025-01-19,2255,6.3,Cloud AI Solutions,158991
AI04904,Machine Learning Researcher,43999,USD,EN,PT,Austria,L,United Kingdom,0,"Deep Learning, Hadoop, TensorFlow, Spark, SQL",PhD,1,Consulting,2025-01-23,2025-02-21,1736,6.0,Neural Networks Co,132911
AI04905,Computer Vision Engineer,46121,USD,EN,PT,South Korea,M,South Korea,50,"AWS, PyTorch, Java, SQL",Master,0,Media,2024-01-16,2024-03-28,1025,7.0,Cognitive Computing,21384110
AI04906,Machine Learning Engineer,206613,EUR,EX,PT,Netherlands,S,Netherlands,50,"Linux, Data Visualization, MLOps, R",Associate,18,Media,2024-01-10,2024-02-14,1344,9.1,Machine Intelligence Group,88107
AI04907,AI Architect,144513,USD,EX,CT,China,M,China,100,"Data Visualization, Python, SQL",Associate,12,Media,2024-12-16,2025-01-19,2344,6.3,Digital Transformation LLC,147607
AI04908,Computer Vision Engineer,116663,USD,MI,FT,Norway,M,Canada,0,"Scala, TensorFlow, MLOps",Bachelor,3,Energy,2024-09-15,2024-10-04,2396,5.5,Digital Transformation LLC,62399
AI04909,Data Analyst,123622,USD,EX,FT,Japan,M,India,100,"Git, R, Deep Learning, Mathematics, Hadoop",Master,15,Energy,2024-05-03,2024-05-24,961,8.5,DataVision Ltd,160287
AI04910,NLP Engineer,77776,GBP,EN,FT,United Kingdom,L,United States,100,"Kubernetes, AWS, Mathematics",Bachelor,0,Transportation,2024-12-13,2025-01-30,661,6.1,Machine Intelligence Group,103017
AI04911,Machine Learning Researcher,103835,USD,EX,PT,Austria,S,Austria,50,"TensorFlow, Python, Docker, Spark, Linux",Bachelor,11,Finance,2024-09-23,2024-11-17,1119,6.3,DeepTech Ventures,196124
AI04912,AI Architect,91128,USD,SE,FT,Japan,L,Finland,50,"Mathematics, TensorFlow, SQL, Java",Bachelor,5,Technology,2024-03-06,2024-05-13,2215,5.6,Advanced Robotics,113421
AI04913,Data Scientist,72798,USD,SE,FT,Austria,M,Austria,0,"Deep Learning, Python, NLP, Data Visualization",Master,8,Media,2024-08-15,2024-10-01,2174,6.3,Neural Networks Co,6945730
AI04914,Machine Learning Engineer,85424,USD,MI,FT,Canada,M,China,100,"AWS, R, Python, Docker",Associate,3,Telecommunications,2024-08-10,2024-09-06,694,7.8,Algorithmic Solutions,101308
AI04915,Data Scientist,49147,USD,EN,FT,Singapore,S,Singapore,50,"Hadoop, Python, Linux, TensorFlow",Associate,1,Energy,2024-05-20,2024-06-17,2260,6.1,Quantum Computing Inc,129700
AI04916,AI Research Scientist,106978,USD,SE,PT,Ireland,L,Ireland,0,"SQL, Kubernetes, Mathematics",PhD,5,Government,2024-06-12,2024-08-19,613,9.5,Digital Transformation LLC,62069
AI04917,Computer Vision Engineer,132764,GBP,SE,FT,United Kingdom,M,United Kingdom,50,"Computer Vision, MLOps, Java, NLP, Azure",Master,7,Automotive,2024-11-07,2025-01-19,2198,7.8,AI Innovations,58384
AI04918,NLP Engineer,252413,USD,EX,CT,Switzerland,M,Switzerland,0,"SQL, AWS, PyTorch, Mathematics",PhD,14,Telecommunications,2024-10-26,2024-12-18,2002,7.9,DeepTech Ventures,57840
AI04919,AI Software Engineer,128067,USD,SE,FL,Norway,S,Norway,0,"Computer Vision, Data Visualization, Hadoop",Bachelor,5,Automotive,2024-01-26,2024-03-13,1679,9.6,Predictive Systems,67529
AI04920,Data Engineer,122517,USD,MI,PT,United States,L,United States,0,"TensorFlow, Kubernetes, PyTorch",Master,4,Automotive,2024-01-20,2024-02-16,793,9.3,Future Systems,87821
AI04921,Deep Learning Engineer,66576,USD,EN,PT,Canada,L,Canada,50,"Spark, R, NLP",Bachelor,0,Automotive,2024-07-05,2024-09-15,989,9.1,DataVision Ltd,264281
AI04922,NLP Engineer,134083,USD,MI,FT,Denmark,L,Denmark,100,"Git, Scala, Data Visualization, Python, Computer Vision",PhD,4,Consulting,2024-01-25,2024-04-02,776,9.4,DeepTech Ventures,90375
AI04923,Deep Learning Engineer,129699,USD,MI,PT,United States,L,Norway,0,"GCP, Computer Vision, Linux, Java",Master,2,Finance,2024-08-30,2024-10-06,2287,7.1,AI Innovations,210038
AI04924,AI Consultant,49213,USD,EN,CT,Australia,S,Singapore,50,"PyTorch, SQL, Statistics",Associate,1,Technology,2024-12-06,2025-01-09,1925,9.7,Future Systems,144693
AI04925,Machine Learning Engineer,118450,USD,SE,FL,Canada,S,Canada,0,"Hadoop, Data Visualization, Python, Computer Vision",Master,5,Transportation,2024-07-20,2024-09-12,2403,7.6,DeepTech Ventures,143794
AI04926,AI Software Engineer,123935,USD,MI,FT,United States,L,Norway,50,"Python, Mathematics, NLP, Statistics, Tableau",PhD,2,Government,2025-03-01,2025-05-07,1029,5.6,Autonomous Tech,82624
AI04927,Computer Vision Engineer,174843,USD,SE,FT,Singapore,L,Ireland,0,"Scala, R, NLP",Bachelor,7,Government,2024-11-14,2025-01-21,537,7.7,Cognitive Computing,116462
AI04928,NLP Engineer,159121,EUR,EX,PT,France,L,France,0,"Hadoop, Spark, Computer Vision, Python, PyTorch",Master,11,Retail,2025-02-24,2025-03-22,1670,6.2,TechCorp Inc,161251
AI04929,Computer Vision Engineer,93043,EUR,MI,FL,Germany,S,Germany,0,"SQL, Linux, Spark, Python, Scala",Master,4,Real Estate,2024-05-23,2024-07-06,755,5.3,TechCorp Inc,127524
AI04930,Head of AI,69641,USD,MI,CT,South Korea,M,South Korea,50,"PyTorch, Kubernetes, Java, Git, MLOps",Associate,3,Healthcare,2024-11-27,2024-12-17,1779,8.9,DeepTech Ventures,40391
AI04931,AI Architect,121458,USD,SE,CT,United States,S,United States,0,"Mathematics, MLOps, Java, Docker, Python",Associate,8,Government,2024-03-06,2024-05-16,2266,8.9,Autonomous Tech,125657
AI04932,Head of AI,80910,EUR,EN,FT,Netherlands,M,France,100,"Python, MLOps, Scala, Mathematics, TensorFlow",Associate,1,Telecommunications,2024-05-31,2024-08-04,1948,6.0,DataVision Ltd,165391
AI04933,Principal Data Scientist,105096,GBP,MI,CT,United Kingdom,S,United Kingdom,50,"Python, TensorFlow, AWS",Master,2,Healthcare,2025-03-19,2025-05-02,518,6.1,DataVision Ltd,56475
AI04934,AI Research Scientist,178734,USD,EX,FT,Sweden,S,Netherlands,0,"Data Visualization, Python, Kubernetes",Master,18,Telecommunications,2025-02-12,2025-04-16,1991,5.5,Digital Transformation LLC,89549
AI04935,Principal Data Scientist,121811,USD,EX,PT,Japan,L,Finland,50,"Java, Azure, Deep Learning",Bachelor,12,Energy,2025-03-09,2025-05-09,1625,9.3,Autonomous Tech,173063
AI04936,Machine Learning Engineer,206886,EUR,EX,FT,Germany,L,South Korea,50,"Computer Vision, Data Visualization, Git, Python, Spark",Bachelor,18,Education,2024-08-31,2024-09-22,599,7.7,Quantum Computing Inc,43742
AI04937,AI Architect,215355,USD,EX,FT,Singapore,L,Austria,100,"Azure, Linux, Deep Learning, Python",Master,10,Retail,2024-04-16,2024-06-28,1817,5.6,Quantum Computing Inc,73505
AI04938,AI Software Engineer,46314,USD,EN,FL,Japan,S,Israel,0,"Kubernetes, Data Visualization, Computer Vision, R",Bachelor,0,Automotive,2024-11-26,2024-12-21,2127,7.1,AI Innovations,93032
AI04939,Head of AI,55954,USD,MI,CT,Japan,S,Japan,0,"Python, GCP, TensorFlow, MLOps, Git",Master,3,Real Estate,2024-03-19,2024-05-31,2129,5.9,Future Systems,279851
AI04940,Research Scientist,214206,USD,SE,PT,Switzerland,L,Switzerland,50,"Python, Git, Hadoop, R",PhD,8,Consulting,2024-07-03,2024-08-02,1179,6.2,Future Systems,91705
AI04941,Robotics Engineer,47603,USD,EN,FT,South Korea,M,South Korea,100,"PyTorch, GCP, Scala, Kubernetes",PhD,1,Real Estate,2024-11-07,2025-01-16,2112,9.9,Advanced Robotics,84567
AI04942,AI Software Engineer,94183,EUR,SE,FT,Germany,S,Denmark,0,"SQL, Computer Vision, Statistics, Scala",Bachelor,7,Consulting,2024-07-19,2024-08-05,745,9.7,DeepTech Ventures,65953
AI04943,Machine Learning Researcher,115528,USD,MI,FT,Canada,L,Germany,50,"Python, PyTorch, Data Visualization, Git, GCP",PhD,2,Real Estate,2024-09-14,2024-10-01,2211,9.6,TechCorp Inc,106660
AI04944,Data Engineer,93102,GBP,MI,CT,United Kingdom,L,France,50,"Git, SQL, Spark",Associate,4,Manufacturing,2024-03-02,2024-03-22,2224,8.5,Cognitive Computing,46462
AI04945,AI Specialist,120914,USD,MI,FL,United States,M,United States,0,"Java, R, GCP, Linux, Tableau",PhD,4,Automotive,2024-10-14,2024-11-03,1943,7.8,Cognitive Computing,98526
AI04946,Robotics Engineer,98656,EUR,MI,FT,Netherlands,S,Canada,0,"Linux, TensorFlow, Scala, AWS",Master,2,Transportation,2024-04-01,2024-05-08,2147,8.3,Future Systems,78787
AI04947,Machine Learning Researcher,242437,USD,EX,FL,Sweden,M,Singapore,50,"Mathematics, Kubernetes, Scala",Bachelor,19,Government,2024-06-29,2024-09-02,2224,7.7,Cognitive Computing,57111
AI04948,Machine Learning Researcher,345228,USD,EX,FT,Switzerland,M,Switzerland,50,"Spark, Azure, Statistics, Hadoop, Deep Learning",Associate,16,Technology,2024-02-23,2024-04-09,2381,6.4,Autonomous Tech,70529
AI04949,ML Ops Engineer,158293,USD,EX,CT,China,M,China,0,"GCP, Python, TensorFlow, Mathematics",Associate,10,Education,2024-04-22,2024-05-22,1368,5.6,Machine Intelligence Group,166422
AI04950,AI Software Engineer,57612,USD,EN,PT,South Korea,L,South Korea,100,"MLOps, Linux, Data Visualization, Git",Bachelor,0,Technology,2024-06-26,2024-08-10,2124,8.6,Cognitive Computing,14588970
AI04951,Data Scientist,237173,USD,EX,FL,Denmark,L,Japan,50,"Statistics, GCP, NLP",Bachelor,18,Automotive,2025-01-18,2025-03-28,2210,5.4,Neural Networks Co,79266
AI04952,Research Scientist,226516,USD,EX,PT,Norway,L,Norway,0,"TensorFlow, Statistics, Linux, Azure, SQL",PhD,17,Telecommunications,2025-01-18,2025-02-17,1004,8.7,TechCorp Inc,135812
AI04953,AI Specialist,48584,USD,EN,FL,China,L,Israel,0,"Scala, Java, Azure, Python",Bachelor,1,Consulting,2025-04-15,2025-05-16,1563,6.7,Advanced Robotics,139290
AI04954,Principal Data Scientist,92641,USD,SE,FL,Japan,S,Japan,50,"Python, SQL, TensorFlow, Tableau",Associate,6,Media,2024-08-17,2024-09-25,2167,6.6,Cognitive Computing,208013
AI04955,AI Research Scientist,92743,USD,MI,PT,Canada,M,Denmark,0,"PyTorch, Python, Computer Vision, SQL",PhD,3,Real Estate,2025-03-07,2025-03-31,634,8.4,Digital Transformation LLC,91946
AI04956,ML Ops Engineer,69149,USD,MI,PT,Finland,L,Finland,0,"Scala, Mathematics, PyTorch, Computer Vision",PhD,2,Gaming,2025-04-02,2025-04-20,592,6.7,DeepTech Ventures,68427
AI04957,Research Scientist,138008,USD,SE,FT,Canada,M,Canada,100,"Python, R, Data Visualization, Kubernetes",Associate,7,Finance,2025-03-27,2025-04-10,1795,6.7,Cognitive Computing,202722
AI04958,AI Specialist,36553,USD,EN,FL,Finland,M,Finland,0,"Python, TensorFlow, Statistics",Master,0,Energy,2024-07-18,2024-09-19,827,9.6,Autonomous Tech,91925
AI04959,Deep Learning Engineer,82921,USD,SE,FT,India,M,India,100,"Python, Azure, Data Visualization, TensorFlow",Associate,8,Consulting,2024-02-10,2024-04-02,1951,5.2,DataVision Ltd,155840
AI04960,Robotics Engineer,118865,USD,EX,CT,Israel,M,Singapore,50,"PyTorch, AWS, Kubernetes, TensorFlow",PhD,13,Finance,2025-04-10,2025-05-17,1037,9.5,Machine Intelligence Group,57913
AI04961,Data Engineer,72360,USD,MI,FL,South Korea,M,South Korea,0,"SQL, Java, TensorFlow, Statistics, Hadoop",Associate,2,Retail,2024-06-30,2024-08-01,2289,6.7,DataVision Ltd,57529
AI04962,AI Product Manager,64858,USD,EN,FL,Sweden,S,Sweden,100,"Linux, Scala, SQL, MLOps, PyTorch",Master,0,Technology,2024-04-08,2024-05-11,591,8.8,AI Innovations,96413
AI04963,ML Ops Engineer,75587,EUR,MI,PT,Netherlands,S,Netherlands,50,"Azure, Statistics, Python",PhD,4,Technology,2025-03-08,2025-05-19,1716,5.5,Predictive Systems,71693
AI04964,Data Analyst,46856,USD,EN,FL,Japan,L,Japan,0,"TensorFlow, Hadoop, Docker, Statistics",Master,1,Manufacturing,2024-12-06,2025-02-14,519,9.1,Cognitive Computing,128464
AI04965,AI Research Scientist,112650,USD,SE,FT,Singapore,S,Singapore,0,"Python, GCP, Docker",PhD,7,Telecommunications,2024-06-05,2024-08-10,2287,7.6,Autonomous Tech,115172
AI04966,AI Architect,90097,USD,SE,FT,Finland,M,Finland,50,"Computer Vision, Python, Azure",Master,6,Real Estate,2025-01-27,2025-03-04,719,5.9,Smart Analytics,93530
AI04967,Head of AI,73980,USD,MI,FT,Austria,L,South Korea,0,"Scala, Data Visualization, Computer Vision, GCP",Associate,4,Healthcare,2024-02-15,2024-03-02,2445,8.9,Smart Analytics,21424260
AI04968,AI Software Engineer,320849,USD,EX,PT,Denmark,L,Denmark,50,"NLP, Tableau, GCP, Mathematics",Associate,19,Media,2024-07-15,2024-09-14,745,8.2,Quantum Computing Inc,23543960
AI04969,AI Software Engineer,165290,USD,EX,CT,China,M,China,100,"Python, AWS, Azure, GCP, R",Master,11,Gaming,2024-06-09,2024-08-12,1194,5.5,Future Systems,33244
AI04970,Machine Learning Researcher,117475,USD,EX,FT,Austria,S,Switzerland,50,"SQL, Docker, Scala, Tableau",Master,14,Consulting,2025-04-10,2025-06-14,2397,7.5,Smart Analytics,133388
AI04971,Computer Vision Engineer,97505,EUR,MI,CT,France,L,France,100,"Kubernetes, Spark, Python, Docker, Tableau",Bachelor,3,Real Estate,2024-12-31,2025-02-19,1961,8.1,DataVision Ltd,44185
AI04972,Data Analyst,105527,USD,EN,FT,Switzerland,M,Switzerland,100,"Kubernetes, Docker, Python",Master,1,Automotive,2024-10-24,2024-11-23,744,5.2,Cloud AI Solutions,76400
AI04973,Principal Data Scientist,57436,USD,MI,FT,Finland,S,Germany,0,"AWS, Scala, Linux",Associate,3,Media,2024-03-27,2024-05-09,756,7.2,Digital Transformation LLC,125369
AI04974,Deep Learning Engineer,64509,USD,EN,PT,Austria,L,Finland,50,"Kubernetes, SQL, Azure, Data Visualization, Linux",Bachelor,0,Education,2024-03-21,2024-04-11,1058,5.3,Machine Intelligence Group,110919
AI04975,Data Scientist,79958,USD,EN,CT,Denmark,S,Denmark,0,"Python, Linux, Hadoop, Mathematics",Bachelor,0,Telecommunications,2025-04-20,2025-06-30,2230,5.9,Neural Networks Co,153715
AI04976,Machine Learning Engineer,78575,USD,EN,FL,Singapore,M,India,100,"Git, Linux, Statistics, GCP",Bachelor,0,Finance,2024-02-19,2024-04-17,1969,7.2,Autonomous Tech,132249
AI04977,AI Software Engineer,95039,USD,SE,CT,India,S,India,50,"Docker, Deep Learning, Data Visualization",Associate,8,Technology,2025-04-01,2025-04-18,2470,6.2,Machine Intelligence Group,231132
AI04978,Principal Data Scientist,47838,USD,EN,FT,Israel,S,Canada,0,"Kubernetes, Scala, Python, TensorFlow",Associate,0,Energy,2025-02-12,2025-03-19,1400,6.0,Cognitive Computing,72505
AI04979,Machine Learning Engineer,250873,EUR,EX,FL,Netherlands,L,Netherlands,50,"Data Visualization, Python, R, GCP, Statistics",PhD,10,Media,2024-07-05,2024-08-02,730,5.6,Autonomous Tech,128111
AI04980,Research Scientist,59483,EUR,EN,CT,France,M,France,50,"Python, Hadoop, MLOps",Master,1,Real Estate,2025-03-11,2025-03-29,2093,7.9,AI Innovations,80408
AI04981,ML Ops Engineer,149960,USD,EX,CT,Sweden,S,Sweden,50,"PyTorch, Linux, TensorFlow, GCP, Computer Vision",Associate,19,Finance,2025-01-30,2025-03-04,1646,6.3,Autonomous Tech,59300
AI04982,Head of AI,82304,USD,EN,FT,Norway,L,Norway,50,"Java, Git, Linux, SQL",PhD,0,Media,2025-03-20,2025-05-07,510,9.4,Advanced Robotics,164761
AI04983,AI Specialist,65507,USD,EN,CT,South Korea,L,Australia,50,"Python, Azure, MLOps",Associate,1,Retail,2024-02-21,2024-04-01,686,7.1,Cognitive Computing,80800
AI04984,Research Scientist,139402,USD,SE,PT,United States,M,Canada,0,"SQL, R, Deep Learning, Azure, MLOps",Bachelor,6,Retail,2024-07-21,2024-10-01,1666,5.1,Smart Analytics,115359
AI04985,Data Analyst,46291,USD,EN,FL,Israel,L,Israel,0,"Git, Java, Data Visualization, Python",Master,1,Consulting,2025-02-24,2025-03-30,1144,7.0,Machine Intelligence Group,82153
AI04986,Machine Learning Engineer,195647,USD,EX,PT,Sweden,M,Sweden,50,"Java, Python, NLP, Tableau, Deep Learning",PhD,18,Gaming,2024-05-24,2024-06-28,722,6.9,DeepTech Ventures,79663
AI04987,Head of AI,61653,USD,EN,PT,Canada,S,Canada,0,"Scala, Python, Mathematics, Tableau, Computer Vision",Associate,1,Gaming,2025-02-05,2025-03-04,1308,7.5,Cognitive Computing,120028
AI04988,Data Engineer,54707,USD,MI,FT,India,M,India,50,"Python, TensorFlow, Hadoop, Mathematics, Java",Master,2,Manufacturing,2024-06-29,2024-08-07,1445,5.5,DataVision Ltd,47558
AI04989,Computer Vision Engineer,93488,USD,MI,FT,Denmark,S,Canada,50,"Mathematics, Kubernetes, Python, GCP, AWS",Master,2,Energy,2024-01-08,2024-03-10,1584,9.1,DataVision Ltd,134887
AI04990,Autonomous Systems Engineer,58368,USD,EN,FT,China,L,Canada,50,"Linux, Data Visualization, Azure, Java",Bachelor,0,Gaming,2024-01-31,2024-02-21,591,9.1,Machine Intelligence Group,216990
AI04991,ML Ops Engineer,150930,USD,EX,FL,Ireland,L,Japan,0,"NLP, Azure, Deep Learning",PhD,17,Retail,2024-09-28,2024-10-16,1695,7.5,Algorithmic Solutions,229690
AI04992,AI Software Engineer,49624,USD,EN,CT,Israel,M,Israel,50,"Mathematics, Git, Python",Associate,1,Education,2024-11-25,2025-01-13,797,6.3,TechCorp Inc,123617
AI04993,Autonomous Systems Engineer,78968,USD,MI,FL,Sweden,S,Germany,0,"Java, Git, Computer Vision",Master,4,Technology,2025-02-21,2025-03-22,1519,8.2,Advanced Robotics,161280
AI04994,Research Scientist,73817,GBP,EN,CT,United Kingdom,M,Singapore,0,"SQL, Mathematics, AWS, Docker, Python",PhD,0,Education,2024-11-30,2025-01-31,1303,6.4,Predictive Systems,123515
AI04995,ML Ops Engineer,71342,USD,MI,FT,Israel,L,Israel,0,"SQL, Hadoop, Mathematics, Java, Git",Master,4,Automotive,2024-11-22,2025-01-18,1337,8.9,Advanced Robotics,137514
AI04996,AI Specialist,110450,USD,MI,FL,United States,M,United States,0,"AWS, Scala, Linux",Master,3,Consulting,2025-03-15,2025-04-10,1945,6.5,Future Systems,183450
AI04997,Research Scientist,174739,USD,EX,FL,Denmark,S,Japan,0,"SQL, PyTorch, Tableau, Docker, Data Visualization",PhD,11,Real Estate,2025-01-10,2025-02-24,1123,8.4,AI Innovations,105353
AI04998,Deep Learning Engineer,77746,EUR,MI,FT,France,M,India,100,"SQL, GCP, MLOps, Statistics",Bachelor,4,Education,2025-04-05,2025-04-21,1798,10.0,Smart Analytics,80467
AI04999,Computer Vision Engineer,116592,EUR,MI,FT,Netherlands,M,Australia,100,"Data Visualization, Mathematics, Tableau, SQL",Associate,2,Technology,2025-01-04,2025-02-10,1575,9.7,Neural Networks Co,119703
AI05000,AI Architect,89632,USD,MI,PT,Austria,L,Australia,100,"Kubernetes, Linux, TensorFlow, Python, AWS",Bachelor,3,Media,2024-11-18,2025-01-18,713,8.4,Autonomous Tech,113313
AI05001,NLP Engineer,112834,USD,SE,CT,China,L,China,0,"MLOps, SQL, Linux",PhD,6,Government,2024-12-31,2025-02-22,948,5.5,Quantum Computing Inc,306192
AI05002,Data Engineer,94160,USD,MI,FT,Australia,L,South Korea,50,"TensorFlow, AWS, Tableau, NLP",PhD,3,Retail,2025-01-19,2025-02-16,1133,5.7,Smart Analytics,190624
AI05003,AI Product Manager,81397,USD,MI,CT,Singapore,S,Ireland,50,"R, Scala, GCP, Deep Learning",PhD,4,Automotive,2024-02-18,2024-03-12,2253,5.8,Predictive Systems,88598
AI05004,Data Scientist,140129,USD,SE,FT,Canada,L,Canada,100,"GCP, SQL, MLOps, Scala, Linux",Master,6,Healthcare,2024-02-20,2024-03-30,783,8.8,DeepTech Ventures,91590
AI05005,Machine Learning Researcher,247664,USD,EX,FT,Norway,M,Norway,0,"Kubernetes, GCP, NLP, AWS",Master,17,Education,2024-02-21,2024-03-11,1546,9.4,Cognitive Computing,43121
AI05006,Robotics Engineer,66040,EUR,MI,FT,France,S,Austria,100,"TensorFlow, Java, Scala, NLP, Docker",Associate,4,Gaming,2024-11-14,2025-01-19,2318,6.1,Neural Networks Co,43436
AI05007,Principal Data Scientist,172202,USD,SE,FL,United States,M,Norway,100,"SQL, Git, Kubernetes, Linux, Java",Bachelor,8,Energy,2024-06-24,2024-08-08,1924,6.7,TechCorp Inc,100624
AI05008,Data Analyst,42509,USD,EN,CT,Israel,M,Israel,50,"Data Visualization, MLOps, SQL, Computer Vision, Kubernetes",PhD,0,Media,2024-01-31,2024-03-05,1705,6.8,Digital Transformation LLC,179315
AI05009,Autonomous Systems Engineer,94844,USD,MI,FL,Australia,M,Australia,50,"Linux, TensorFlow, Deep Learning, SQL, Git",Bachelor,4,Healthcare,2024-10-05,2024-10-31,503,9.2,Cognitive Computing,19776
AI05010,Research Scientist,57433,USD,EN,CT,Sweden,M,Sweden,0,"TensorFlow, MLOps, Statistics, Python",Associate,1,Media,2024-01-16,2024-02-16,987,9.6,Cloud AI Solutions,62466
AI05011,Research Scientist,124365,USD,EX,FL,Japan,S,Japan,0,"Python, SQL, NLP, GCP, R",Bachelor,12,Telecommunications,2024-05-16,2024-07-25,592,5.5,Smart Analytics,7370770
AI05012,AI Architect,238496,EUR,EX,PT,Netherlands,L,United States,50,"Computer Vision, Mathematics, Kubernetes, PyTorch, Docker",PhD,16,Gaming,2024-02-17,2024-03-14,1037,9.4,Future Systems,26216
AI05013,AI Consultant,37420,USD,EN,PT,Finland,M,Australia,0,"Python, Hadoop, Computer Vision, Mathematics, SQL",Master,0,Education,2025-04-05,2025-06-05,517,9.5,DeepTech Ventures,100741
AI05014,Data Engineer,253381,USD,EX,FL,Singapore,M,Israel,0,"GCP, Tableau, Python, Data Visualization",PhD,16,Consulting,2024-05-26,2024-07-06,912,6.8,Neural Networks Co,340119
AI05015,NLP Engineer,126229,USD,MI,CT,United States,L,United States,100,"Kubernetes, Python, Tableau, Hadoop, Azure",PhD,3,Healthcare,2024-11-21,2025-01-03,1068,9.4,TechCorp Inc,271778
AI05016,Machine Learning Researcher,81867,USD,MI,CT,Japan,L,India,50,"Kubernetes, PyTorch, Git, Tableau",PhD,2,Real Estate,2025-02-01,2025-03-24,1884,5.7,TechCorp Inc,116178
AI05017,Deep Learning Engineer,131190,USD,EX,FL,Israel,M,Israel,0,"Hadoop, Python, Kubernetes, Data Visualization, Java",Bachelor,13,Manufacturing,2025-01-27,2025-04-09,857,9.5,Future Systems,90736
AI05018,ML Ops Engineer,130445,USD,SE,FL,Canada,M,Denmark,0,"SQL, R, Kubernetes, Git, Scala",Bachelor,5,Technology,2024-11-15,2024-12-28,1943,7.2,TechCorp Inc,176612
AI05019,AI Software Engineer,216468,EUR,EX,FL,France,M,India,50,"MLOps, SQL, Linux, Scala, TensorFlow",PhD,14,Retail,2024-07-11,2024-08-16,2186,6.2,Advanced Robotics,86142
AI05020,AI Product Manager,148896,USD,EX,CT,Japan,S,Australia,0,"AWS, Mathematics, Scala, R",PhD,19,Consulting,2025-04-26,2025-06-06,1893,8.5,Quantum Computing Inc,92890
AI05021,Data Engineer,85663,USD,MI,PT,Sweden,S,Sweden,50,"Azure, Linux, Computer Vision, Python, TensorFlow",Associate,2,Energy,2024-05-30,2024-06-25,634,5.6,Cloud AI Solutions,70698
AI05022,NLP Engineer,65067,USD,MI,FL,China,M,China,0,"Kubernetes, Data Visualization, Tableau, Python",Bachelor,4,Healthcare,2024-11-03,2024-12-03,763,5.1,Machine Intelligence Group,59606
AI05023,AI Architect,104098,USD,MI,FL,United States,L,United States,0,"Scala, R, Linux",Associate,3,Consulting,2024-09-25,2024-10-22,632,7.1,Cloud AI Solutions,222184
AI05024,Machine Learning Researcher,87851,EUR,EN,FT,Netherlands,L,Netherlands,0,"Kubernetes, Hadoop, SQL, AWS",Bachelor,1,Manufacturing,2024-02-25,2024-04-21,2026,5.8,Advanced Robotics,94256
AI05025,AI Product Manager,63265,USD,MI,FT,India,L,India,100,"Scala, Git, R",Associate,4,Finance,2024-05-28,2024-08-06,2259,6.4,Machine Intelligence Group,97623
AI05026,Robotics Engineer,73159,USD,MI,FL,Finland,M,India,0,"Java, Kubernetes, Tableau, NLP",Master,3,Healthcare,2024-04-21,2024-06-18,883,6.6,DeepTech Ventures,68849
AI05027,Computer Vision Engineer,85360,USD,SE,FT,Finland,L,Finland,100,"NLP, GCP, Python, SQL, Spark",Master,7,Telecommunications,2024-07-28,2024-08-18,2387,8.3,Autonomous Tech,11200750
